id,qwen_thinking,qwen_nonthinking,deepseek_message_texts,sol_o200k_message_proxy,qwen_exact_template_checked,deepseek_provider_template_verified,sol_provider_template_verified,api_template_note
ad_memoryless_r1__H-recent5__s1,1297,1299,1168,1146,True,False,False,DeepSeek message text count; Sol tokenizer proxy. Provider framing requires later technical release.
ad_memoryless_r1__H-recent5__s2,1300,1302,1168,1146,True,False,False,DeepSeek message text count; Sol tokenizer proxy. Provider framing requires later technical release.
ad_memoryless_r1__H-recent5__s3,1298,1300,1168,1146,True,False,False,DeepSeek message text count; Sol tokenizer proxy. Provider framing requires later technical release.
ad_memoryless_r1__H-recent5__s4,1295,1297,1168,1146,True,False,False,DeepSeek message text count; Sol tokenizer proxy. Provider framing requires later technical release.
ad_memoryless_r1__H-recent5__s5,1297,1299,1168,1146,True,False,False,DeepSeek message text count; Sol tokenizer proxy. Provider framing requires later technical release.
ad_memoryless_r1__B__s1,1121,1123,980,961,True,False,False,DeepSeek message text count; Sol tokenizer proxy. Provider framing requires later technical release.
ad_memoryless_r1__B__s2,1121,1123,980,961,True,False,False,DeepSeek message text count; Sol tokenizer proxy. Provider framing requires later technical release.
ad_memoryless_r1__B__s3,1121,1123,980,961,True,False,False,DeepSeek message text count; Sol tokenizer proxy. Provider framing requires later technical release.
ad_memoryless_r1__B__s4,1121,1123,980,961,True,False,False,DeepSeek message text count; Sol tokenizer proxy. Provider framing requires later technical release.
ad_memoryless_r1__B__s5,1121,1123,980,961,True,False,False,DeepSeek message text count; Sol tokenizer proxy. Provider framing requires later technical release.
ad_memory_r1__R__s1,1108,1110,972,948,True,False,False,DeepSeek message text count; Sol tokenizer proxy. Provider framing requires later technical release.
ad_memory_r1__R__s2,1106,1108,971,947,True,False,False,DeepSeek message text count; Sol tokenizer proxy. Provider framing requires later technical release.
ad_memory_r1__R__s3,1107,1109,971,947,True,False,False,DeepSeek message text count; Sol tokenizer proxy. Provider framing requires later technical release.
ad_memory_r1__R__s4,1108,1110,972,948,True,False,False,DeepSeek message text count; Sol tokenizer proxy. Provider framing requires later technical release.
ad_memory_r1__R__s5,1108,1110,972,948,True,False,False,DeepSeek message text count; Sol tokenizer proxy. Provider framing requires later technical release.
ad_memory_r1__S__s1,1209,1211,1038,1018,True,False,False,DeepSeek message text count; Sol tokenizer proxy. Provider framing requires later technical release.
ad_memory_r1__S__s2,1210,1212,1038,1018,True,False,False,DeepSeek message text count; Sol tokenizer proxy. Provider framing requires later technical release.
ad_memory_r1__S__s3,1225,1227,1043,1023,True,False,False,DeepSeek message text count; Sol tokenizer proxy. Provider framing requires later technical release.
ad_memory_r1__S__s4,1205,1207,1036,1016,True,False,False,DeepSeek message text count; Sol tokenizer proxy. Provider framing requires later technical release.
ad_memory_r1__S__s5,1223,1225,1043,1023,True,False,False,DeepSeek message text count; Sol tokenizer proxy. Provider framing requires later technical release.
ad_memory_r1__H-recent5__s1,1307,1309,1168,1146,True,False,False,DeepSeek message text count; Sol tokenizer proxy. Provider framing requires later technical release.
ad_memory_r1__H-recent5__s2,1310,1312,1168,1146,True,False,False,DeepSeek message text count; Sol tokenizer proxy. Provider framing requires later technical release.
ad_memory_r1__H-recent5__s3,1310,1312,1168,1146,True,False,False,DeepSeek message text count; Sol tokenizer proxy. Provider framing requires later technical release.
ad_memory_r1__H-recent5__s4,1305,1307,1168,1146,True,False,False,DeepSeek message text count; Sol tokenizer proxy. Provider framing requires later technical release.
ad_memory_r1__H-recent5__s5,1307,1309,1168,1146,True,False,False,DeepSeek message text count; Sol tokenizer proxy. Provider framing requires later technical release.
ad_memory_r1__B__s1,1141,1143,979,960,True,False,False,DeepSeek message text count; Sol tokenizer proxy. Provider framing requires later technical release.
ad_memory_r1__B__s2,1146,1148,979,960,True,False,False,DeepSeek message text count; Sol tokenizer proxy. Provider framing requires later technical release.
ad_memory_r1__B__s3,1144,1146,979,960,True,False,False,DeepSeek message text count; Sol tokenizer proxy. Provider framing requires later technical release.
ad_memory_r1__B__s4,1140,1142,979,960,True,False,False,DeepSeek message text count; Sol tokenizer proxy. Provider framing requires later technical release.
ad_memory_r1__B__s5,1139,1141,979,960,True,False,False,DeepSeek message text count; Sol tokenizer proxy. Provider framing requires later technical release.
ad_memoryless_r2__R__s1,1103,1105,971,947,True,False,False,DeepSeek message text count; Sol tokenizer proxy. Provider framing requires later technical release.
ad_memoryless_r2__R__s2,1101,1103,971,947,True,False,False,DeepSeek message text count; Sol tokenizer proxy. Provider framing requires later technical release.
ad_memoryless_r2__R__s3,1107,1109,973,949,True,False,False,DeepSeek message text count; Sol tokenizer proxy. Provider framing requires later technical release.
ad_memoryless_r2__R__s4,1106,1108,973,949,True,False,False,DeepSeek message text count; Sol tokenizer proxy. Provider framing requires later technical release.
ad_memoryless_r2__R__s5,1101,1103,971,947,True,False,False,DeepSeek message text count; Sol tokenizer proxy. Provider framing requires later technical release.
ad_memoryless_r2__S__s1,1186,1188,1021,1001,True,False,False,DeepSeek message text count; Sol tokenizer proxy. Provider framing requires later technical release.
ad_memoryless_r2__S__s2,1182,1184,1020,1000,True,False,False,DeepSeek message text count; Sol tokenizer proxy. Provider framing requires later technical release.
ad_memoryless_r2__S__s3,1180,1182,1022,1002,True,False,False,DeepSeek message text count; Sol tokenizer proxy. Provider framing requires later technical release.
ad_memoryless_r2__S__s4,1166,1168,1015,995,True,False,False,DeepSeek message text count; Sol tokenizer proxy. Provider framing requires later technical release.
ad_memoryless_r2__S__s5,1166,1168,1015,995,True,False,False,DeepSeek message text count; Sol tokenizer proxy. Provider framing requires later technical release.
ad_memoryless_r2__H-recent5__s1,1294,1296,1167,1145,True,False,False,DeepSeek message text count; Sol tokenizer proxy. Provider framing requires later technical release.
ad_memoryless_r2__H-recent5__s2,1295,1297,1167,1145,True,False,False,DeepSeek message text count; Sol tokenizer proxy. Provider framing requires later technical release.
ad_memoryless_r2__H-recent5__s3,1295,1297,1167,1145,True,False,False,DeepSeek message text count; Sol tokenizer proxy. Provider framing requires later technical release.
ad_memoryless_r2__H-recent5__s4,1294,1296,1167,1145,True,False,False,DeepSeek message text count; Sol tokenizer proxy. Provider framing requires later technical release.
ad_memoryless_r2__H-recent5__s5,1294,1296,1167,1145,True,False,False,DeepSeek message text count; Sol tokenizer proxy. Provider framing requires later technical release.
ad_memoryless_r2__B__s1,1119,1121,978,959,True,False,False,DeepSeek message text count; Sol tokenizer proxy. Provider framing requires later technical release.
ad_memoryless_r2__B__s2,1121,1123,980,961,True,False,False,DeepSeek message text count; Sol tokenizer proxy. Provider framing requires later technical release.
ad_memoryless_r2__B__s3,1119,1121,978,959,True,False,False,DeepSeek message text count; Sol tokenizer proxy. Provider framing requires later technical release.
ad_memoryless_r2__B__s4,1119,1121,978,959,True,False,False,DeepSeek message text count; Sol tokenizer proxy. Provider framing requires later technical release.
ad_memoryless_r2__B__s5,1119,1121,978,959,True,False,False,DeepSeek message text count; Sol tokenizer proxy. Provider framing requires later technical release.
ad_memory_r2__R__s1,1107,1109,971,947,True,False,False,DeepSeek message text count; Sol tokenizer proxy. Provider framing requires later technical release.
ad_memory_r2__R__s2,1109,1111,972,948,True,False,False,DeepSeek message text count; Sol tokenizer proxy. Provider framing requires later technical release.
ad_memory_r2__R__s3,1107,1109,971,947,True,False,False,DeepSeek message text count; Sol tokenizer proxy. Provider framing requires later technical release.
ad_memory_r2__R__s4,1105,1107,971,947,True,False,False,DeepSeek message text count; Sol tokenizer proxy. Provider framing requires later technical release.
ad_memory_r2__R__s5,1108,1110,971,947,True,False,False,DeepSeek message text count; Sol tokenizer proxy. Provider framing requires later technical release.
ad_memory_r2__S__s1,1210,1212,1036,1016,True,False,False,DeepSeek message text count; Sol tokenizer proxy. Provider framing requires later technical release.
ad_memory_r2__S__s2,1226,1228,1043,1023,True,False,False,DeepSeek message text count; Sol tokenizer proxy. Provider framing requires later technical release.
ad_memory_r2__S__s3,1222,1224,1041,1021,True,False,False,DeepSeek message text count; Sol tokenizer proxy. Provider framing requires later technical release.
ad_memory_r2__S__s4,1225,1227,1041,1021,True,False,False,DeepSeek message text count; Sol tokenizer proxy. Provider framing requires later technical release.
ad_memory_r2__S__s5,1225,1227,1042,1022,True,False,False,DeepSeek message text count; Sol tokenizer proxy. Provider framing requires later technical release.
ad_memory_r2__H-recent5__s1,1311,1313,1167,1145,True,False,False,DeepSeek message text count; Sol tokenizer proxy. Provider framing requires later technical release.
ad_memory_r2__H-recent5__s2,1312,1314,1168,1146,True,False,False,DeepSeek message text count; Sol tokenizer proxy. Provider framing requires later technical release.
ad_memory_r2__H-recent5__s3,1307,1309,1167,1145,True,False,False,DeepSeek message text count; Sol tokenizer proxy. Provider framing requires later technical release.
ad_memory_r2__H-recent5__s4,1308,1310,1168,1146,True,False,False,DeepSeek message text count; Sol tokenizer proxy. Provider framing requires later technical release.
ad_memory_r2__H-recent5__s5,1310,1312,1167,1145,True,False,False,DeepSeek message text count; Sol tokenizer proxy. Provider framing requires later technical release.
ad_memory_r2__B__s1,1141,1143,979,960,True,False,False,DeepSeek message text count; Sol tokenizer proxy. Provider framing requires later technical release.
ad_memory_r2__B__s2,1140,1142,978,959,True,False,False,DeepSeek message text count; Sol tokenizer proxy. Provider framing requires later technical release.
ad_memory_r2__B__s3,1141,1143,978,959,True,False,False,DeepSeek message text count; Sol tokenizer proxy. Provider framing requires later technical release.
ad_memory_r2__B__s4,1139,1141,978,959,True,False,False,DeepSeek message text count; Sol tokenizer proxy. Provider framing requires later technical release.
ad_memory_r2__B__s5,1142,1144,979,960,True,False,False,DeepSeek message text count; Sol tokenizer proxy. Provider framing requires later technical release.
