id,config_id,answer_sha256,attempt_sha256,valid,validation_reason,end_state,input_tokens,output_tokens
snap_collegemsg__B-c10__s5__qwen_nonthinking__r2__cells10-json-20260918,qwen_nonthinking,4e5bb31864134eb6909ed4d81d156e35a9c1e805c890c58795b9ddac269fcdb3,612aa6bafe65fef4916801cc8704dcf43248ba99d57783f2c6bc796717a95ca6,True,valid,model_end,1122,55
snap_collegemsg__H-recent5-c10__s1__qwen_nonthinking__r2__cells10-json-20260918,qwen_nonthinking,a32e64ef88e6af97de2d3d4b96e639fc7e971a2f9b21312d1fc57b3139ee557d,61796f1a6948527320fd09a39c60570e6328f8863bf1621f056961b7209d0440,True,valid,model_end,1318,55
snap_collegemsg__H-recent5-c10__s2__qwen_nonthinking__r2__cells10-json-20260918,qwen_nonthinking,4997b2209f02ef776e0894aa956c8e7bd35c4e5f0d958118b8947e016a1cc512,efccb60c00e4db780984ca50873871b8e59f6801c0b00291915827fd0f027ae1,True,valid,model_end,1315,55
snap_collegemsg__H-recent5-c10__s3__qwen_nonthinking__r2__cells10-json-20260918,qwen_nonthinking,d27098c8ba9465c4ca3955b9106c983be6905e0b2fe573f697b251cf71e55e40,d20ed50f12c2094caeee26fc8644f0309d9de74deff61af32ffdf628a633c793,True,valid,model_end,1311,55
snap_collegemsg__H-recent5-c10__s4__qwen_nonthinking__r2__cells10-json-20260918,qwen_nonthinking,ddc75f965d7736a03c4d8ccb14e0d11fb3fd9bc58f761c795c7a32637e230e70,9d2437a15f8b7c68f37b4234db4ded6cb7b4caac42b9eaab5a8d36bd376f6cbc,True,valid,model_end,1314,55
snap_collegemsg__H-recent5-c10__s5__qwen_nonthinking__r2__cells10-json-20260918,qwen_nonthinking,18a3a611256ed6d127cbe462aa15be2d1598f1b2fd3689fcb2256259cb7b6066,4c7e30614249516eecc0cb19ac40327159bbaa3a937c3e11a3874fca8734c854,True,valid,model_end,1311,55
snap_collegemsg__R-c10__s1__qwen_nonthinking__r2__cells10-json-20260918,qwen_nonthinking,cb37be2e4cfc5aa705875add4bc818a71ee27d2d1d3a0653b767d17671e67944,30ece14d946ec6620a4272dc015f301d699d553e1eaff79c166eca47699b8c86,True,valid,model_end,1121,55
snap_collegemsg__R-c10__s2__qwen_nonthinking__r2__cells10-json-20260918,qwen_nonthinking,dfcc3ea06c7963ba96bb3698e4038c048435b55f7d26ea02ffedcc184506953d,fd9d0995900cb217ae47d3c7680feb56fc3cfeacbeffaf646aa5ca9692d8880c,True,valid,model_end,1122,55
snap_collegemsg__R-c10__s3__qwen_nonthinking__r2__cells10-json-20260918,qwen_nonthinking,6a1aef90f81e71fb9086b3ee3501f2f3f90087d8486b1968b739ff16bde099e5,66c25453b75a059c96ef65226e6b328a99186afb3aaa16ce95aa20701362cda4,True,valid,model_end,1120,55
snap_collegemsg__R-c10__s4__qwen_nonthinking__r2__cells10-json-20260918,qwen_nonthinking,f8f4dcad37faab0ca5b3e10d1378f67db0a35f325a5e085fd0228dd3c843bbc0,110f634e51e2fa4e0501ad80ceb34ae0b56601f4812467b304bd1ef0bf4d1d6e,True,valid,model_end,1115,55
snap_collegemsg__R-c10__s5__qwen_nonthinking__r2__cells10-json-20260918,qwen_nonthinking,17c7ea96af300590d24012884fe660ffb6a5d283546ebcab6d1d5c318eea4144,edb4027155ec00bfeadb55cc56f83800f4dad0f3291815a2502d7c453993e7e6,True,valid,model_end,1121,55
snap_collegemsg__S-c10__s1__qwen_nonthinking__r2__cells10-json-20260918,qwen_nonthinking,44b3e08be07f932314e5a6df5dfe7ea57a16e72cade13607f93224c72d85742e,66de720e4da9276a5393c75e79d6bc843455dafbd7ea1cd84a2b80269bbb0282,True,valid,model_end,1274,55
snap_collegemsg__S-c10__s2__qwen_nonthinking__r2__cells10-json-20260918,qwen_nonthinking,4e5d12c8c20267a01ef669ff895fdccd2872428ee15cc609882cdb92619244d8,72a1124d3e275e67abb626c19bce3a194dbc3d8feb4b8957792f06b0e48b32d0,True,valid,model_end,1275,55
snap_collegemsg__S-c10__s3__qwen_nonthinking__r2__cells10-json-20260918,qwen_nonthinking,7fcf185c91ec65a3ceb3f2d001f6c221fb61f26fca6a829ee008cf60ada1b228,2a14fb912089d15dad8fccceb10fa481d384f704c0c8da7abede03eeb667a227,True,valid,model_end,1277,55
snap_collegemsg__S-c10__s4__qwen_nonthinking__r2__cells10-json-20260918,qwen_nonthinking,2d61e79db26378afc720791346a56d9604ea9ae89b80042e57f90f6caaecd4b8,90ce0bdee578c0384cfb901e0f3437c6b3ee5a7c0c90891037dd25cdfd0b6175,True,valid,model_end,1272,55
snap_collegemsg__S-c10__s5__qwen_nonthinking__r2__cells10-json-20260918,qwen_nonthinking,3183d23d96887308326e96339146b50229d2d1c22706abae5cb3de71d6203c36,dad573bf466673eb594da115c5906756977c2baffe1234480412637fa58448af,True,valid,model_end,1270,55
snap_email_eu__B-c10__s1__qwen_nonthinking__r2__cells10-json-20260918,qwen_nonthinking,4d043072cbf1f69c937bda599faac1432c11e70c68ac973b77bdf0c02c6e7da6,b54c3e28ba4d12f9924ec315e19a98dd73ba6b7a675e18c72020f28549879f1e,True,valid,model_end,1160,55
snap_email_eu__B-c10__s2__qwen_nonthinking__r2__cells10-json-20260918,qwen_nonthinking,cd1a9b7e216b0d0a248f6588bc6eab58701b2e9a311c474736349dc6638dd051,28d4bc97554a47a29e114cb5ccaff8b964b03a95d29c21e2102a4ad321c03632,True,valid,model_end,1154,59
snap_email_eu__B-c10__s3__qwen_nonthinking__r2__cells10-json-20260918,qwen_nonthinking,2be8411c8f8c618a2fa806c913db181fcfd0315a155567b67185e54a6c114e44,d8e9df39d9adf897ac56d0092958562a8eb844969630bcca92c3d42d8257de6d,True,valid,model_end,1154,55
snap_email_eu__B-c10__s4__qwen_nonthinking__r2__cells10-json-20260918,qwen_nonthinking,1ab6b08f18646263e5685e49a9a1a25cd51080bae88fbcca1ae68081910bfc8f,4ae64d7ffa9952e4e20d0b15bc8b08150097fd80130e655d87450e46d0abd42c,True,valid,model_end,1160,55
snap_email_eu__B-c10__s5__qwen_nonthinking__r2__cells10-json-20260918,qwen_nonthinking,4586c27f775a7aeae107ead648008bc6198fff59e21ba97427322400c7d24d27,7cddaa2ef2634cdac290d54384546109a7294f90d2747318d691f6654e90d659,True,valid,model_end,1158,55
snap_email_eu__H-recent5-c10__s1__qwen_nonthinking__r2__cells10-json-20260918,qwen_nonthinking,18948d8c56c0652526c32d75ae2029f558906417ff8523af1718d23449fa9073,caefcac32999d1f2c1dafaf48143aa874177229f6bab1ab0d3f96fd7fce2828f,True,valid,model_end,1361,55
snap_email_eu__H-recent5-c10__s2__qwen_nonthinking__r2__cells10-json-20260918,qwen_nonthinking,aa1c4c2c519008a48fac1d96af8119279e2a65b07366ee75d5d00bd540039477,3bd32604afaef1dd3aec6d9235572c62652e228e88061b1f0c79e8296483de46,True,valid,model_end,1362,55
snap_email_eu__H-recent5-c10__s3__qwen_nonthinking__r2__cells10-json-20260918,qwen_nonthinking,e30009e1d81ae5229d231e051f77574f4715e4a4d6166013be0c9d25dd8796b6,9f429cdb78a0885c96e39dea75ee3cfec903fb2b74517f903f2a2b749f0596a8,True,valid,model_end,1362,55
snap_email_eu__H-recent5-c10__s4__qwen_nonthinking__r2__cells10-json-20260918,qwen_nonthinking,d1b87374668c5c6afea88beaee6704fa0426f44cbbca8000fd3f4d60706189bf,f8ea8d864a580282caa0fad73b13e322a328899e52b3afd2fd5a0b051178d0f0,True,valid,model_end,1362,55
snap_email_eu__H-recent5-c10__s5__qwen_nonthinking__r2__cells10-json-20260918,qwen_nonthinking,665478dd89177bd728b03f5171a30381e25931db4fdec365c9288bbc5253f6b9,555c0258cff69d3af184ebd20a6e9c026ed2428cf5f9d665f227b30297a56a87,True,valid,model_end,1360,59
snap_email_eu__R-c10__s1__qwen_nonthinking__r2__cells10-json-20260918,qwen_nonthinking,0d10747c0fb3632c0166756b8d1608cff905857cfc23ea1a9cabe3cb35d90213,7cd66fc362547604c78fcbdc7550b949087de0c5b28fe70b9cca2f5efa9c3b1b,True,valid,model_end,1155,59
snap_email_eu__R-c10__s2__qwen_nonthinking__r2__cells10-json-20260918,qwen_nonthinking,8cac893937403841dc5703681d1e67427d15fa0f343f878f5eada5d5e2245373,c0ec7ec0a917728c9d168c46c1cd7ff060dec1a751e3acffd67ef86ef9789067,True,valid,model_end,1163,59
snap_email_eu__R-c10__s3__qwen_nonthinking__r2__cells10-json-20260918,qwen_nonthinking,362d7af76943f5407d7266a677962defca9bc9cba31593c84b4b76145d6e7ca6,04191c2915e899c33dd2f9ba542ea4bdf005c66fb20479ed29df7527d3f5cc22,True,valid,model_end,1156,55
snap_email_eu__R-c10__s4__qwen_nonthinking__r2__cells10-json-20260918,qwen_nonthinking,81a4e67950c61d1e90188f0832bd091827c0ff5d57adaaabaa4edd2e1eb535cf,aca2eedcd8792a274f4b6948c837f27fb7e27b1260e506984b7b0fb6f60f4465,True,valid,model_end,1160,55
snap_email_eu__R-c10__s5__qwen_nonthinking__r2__cells10-json-20260918,qwen_nonthinking,b387274ddfd6f234a55a3122aa9fb98420492fa9e4539782e6c2411479b23cee,eb88dc59c05bcc9b9f047d2d0c471e7c29cd56b89c07c1fa0f889adf085cc14c,True,valid,model_end,1157,55
snap_email_eu__S-c10__s1__qwen_nonthinking__r2__cells10-json-20260918,qwen_nonthinking,8dc759831b5e43ca3819586da72af91e76e82d2f2b6907c74b988a53cc2a3814,fe7f90607c2aead872299efb2b81d1d08f30697f778b6a9ef768a5ea71b952fe,True,valid,model_end,1276,59
snap_email_eu__S-c10__s2__qwen_nonthinking__r2__cells10-json-20260918,qwen_nonthinking,ddeb4e3090a0977313659bec843e23c607ab95cba5026d4305e87367b5008cef,510741570040d5728ea1692d3845c6814db145b18797056e6585b44da6b6ab18,True,valid,model_end,1277,55
snap_email_eu__S-c10__s3__qwen_nonthinking__r2__cells10-json-20260918,qwen_nonthinking,61e98fb5225a9aeab37ed63269a8b1c3c0c4c1affb1dbfe92cf30c6b76e1746c,cc8b153950e4c803a61a67d5ac9cc431f5756514e0c3e7a44b2d381b1e41b918,True,valid,model_end,1277,55
snap_email_eu__S-c10__s4__qwen_nonthinking__r2__cells10-json-20260918,qwen_nonthinking,969b4d6e8b232ba41c5e69ba00210c0cd7c0b6aba9dc5b40dfa72db77831e689,85c0a4fbb45628f3c4136ca16c2d8504eaf207c3d68408a1dd62a39cc5d610a6,True,valid,model_end,1280,59
snap_email_eu__S-c10__s5__qwen_nonthinking__r2__cells10-json-20260918,qwen_nonthinking,ac0829865f87d5d5986c2134a2f196e5bb5252d4f72a22b2adf52999acbe9002,c10e653ece0600cedfe661ab560cbd2f0dfff90eeb67d70e2bed28929245ff0e,True,valid,model_end,1281,55
snap_mathoverflow__B-c10__s1__qwen_nonthinking__r2__cells10-json-20260918,qwen_nonthinking,a1e26518e6e980dc49579d773bbcc739762cc33511f7cd03c2f786796e30840e,0402fb57580f5ae2039f44bb9e4452dde3e174cc41fab2687b82815243a4d1d7,True,valid,model_end,1184,55
snap_mathoverflow__B-c10__s2__qwen_nonthinking__r2__cells10-json-20260918,qwen_nonthinking,ca1b7fc15a6d53ec6ff2f249508d1af0aa4466f09cfd3b246af909677d3a0307,2e5e315f48d4eb7a9f4dbd138163fd0c56148189f490234ad34175c196e435d0,True,valid,model_end,1182,55
snap_mathoverflow__B-c10__s3__qwen_nonthinking__r2__cells10-json-20260918,qwen_nonthinking,3ad59cb76f430421557ca3765abe7f4f512e29420bd714769f526d8dd4e47142,48b9b99e9479ad51d33fdf259c52b4a3763873589adacc4bbfe3bd87ab679107,True,valid,model_end,1179,55
snap_mathoverflow__B-c10__s4__qwen_nonthinking__r2__cells10-json-20260918,qwen_nonthinking,a80a62ece3ccdcc449f87eb35250edef63cd2d656ca55aa27caa0c783c30bcdc,b4aa4bdda1f30c2cb20a71ee5804f66c337ef1c5e365709bfe9d5c61495caf28,True,valid,model_end,1182,55
snap_mathoverflow__B-c10__s5__qwen_nonthinking__r2__cells10-json-20260918,qwen_nonthinking,8d85c68a4fe4b58ae6ec80f9cbdab83bc9367f8d56e4437d14ddeff123a7d12d,c26cff9836eb3d0cecc6bc105a6d98bba673354f151f9605e698764013da89ac,True,valid,model_end,1181,55
snap_mathoverflow__H-recent5-c10__s1__qwen_nonthinking__r2__cells10-json-20260918,qwen_nonthinking,9c9e13fd8fc5341aeb2101f997575acf4fe7c6c5204b79a92ba7efd5e7b2aa39,4335bdb52677b89463468c5a53f1faceed388376633eb226a09b100055f0fd33,True,valid,model_end,1394,55
snap_mathoverflow__H-recent5-c10__s2__qwen_nonthinking__r2__cells10-json-20260918,qwen_nonthinking,daa244dd70d967a61f1c3ee7dee5ffd1f9fd9df946a6fa027dd580e77dd9de01,efcfca9d0523d13e4faa2ce2c7113150e7330c8dc7d209a21daa48b78be30964,True,valid,model_end,1397,55
snap_mathoverflow__H-recent5-c10__s3__qwen_nonthinking__r2__cells10-json-20260918,qwen_nonthinking,706d9d3a11a06a4351b682f62bde120824ea9c8b9ec506563bd99c9dfd6b9de0,4ed6385a1400c3ba898ec4b891a1c0da23c4dcad41add4c08cb9c7393770104e,True,valid,model_end,1397,55
snap_mathoverflow__H-recent5-c10__s4__qwen_nonthinking__r2__cells10-json-20260918,qwen_nonthinking,ea96dd6f498c07cb6b36044d10666bb7edcc1f732b0a68092bb39aeaeca6cd89,efe1094253bb0421f5533c780b4e4690c9a60aab0c8a817b87cd8735ff7d3acc,True,valid,model_end,1394,59
snap_mathoverflow__H-recent5-c10__s5__qwen_nonthinking__r2__cells10-json-20260918,qwen_nonthinking,ec513c54c4e0033bf473408e4f570f9ceb0ccdaf83d9f96a2eac7f6235237c28,71890d55a920d7414b44e9b96099c033c9da7c6e9c616f560d8b3bb021fa87f3,True,valid,model_end,1400,55
snap_mathoverflow__R-c10__s1__qwen_nonthinking__r2__cells10-json-20260918,qwen_nonthinking,df848a4c71a3cbb54941a952a4789cabbfad1118ca559e86632b29538a79fa19,68545c7257071ca2fb027ef893d67e7a4f3998338e2f32f8b3accb0bf36e4879,True,valid,model_end,1200,55
snap_mathoverflow__R-c10__s2__qwen_nonthinking__r2__cells10-json-20260918,qwen_nonthinking,9ac6f7edea4d3e49e02d00d207fc4632d2c216a819dfd93ed472e80462caec5a,e2e046e4b15324e7130c8bc122895ceb6c1a9b9174e3ac379152b9d7fb8588b9,True,valid,model_end,1188,59
snap_mathoverflow__R-c10__s3__qwen_nonthinking__r2__cells10-json-20260918,qwen_nonthinking,fb03e3533c0638dfa920f5d8c04c87fac830ac79d7baad9689a8e8732938e7e8,ad5a7d95263a387ee2d5727042fe2fba4cd551c0916e5ad93db704936c249e8b,True,valid,model_end,1197,55
snap_mathoverflow__R-c10__s4__qwen_nonthinking__r2__cells10-json-20260918,qwen_nonthinking,734b8734fcb893d80a0d1e7de7d10b268c4855b0cad0b490d71999e39a1d2838,40876280c5403d9d0635ddbf91e554b9de1c0078b8da962703df4eeee594b99b,True,valid,model_end,1193,55
snap_mathoverflow__R-c10__s5__qwen_nonthinking__r2__cells10-json-20260918,qwen_nonthinking,6cbd93436004ef3783e194dc01af04beffa5b9159adffa5c49b9994864f67119,213505749918ca9329f42102f95a7524781228085aeac7879070be84bfd60421,True,valid,model_end,1196,55
snap_mathoverflow__S-c10__s1__qwen_nonthinking__r2__cells10-json-20260918,qwen_nonthinking,4149431342692071576cf9762ec8c4d8ccf6232a80923ea68ad3f659b2c90b0b,66c440d00b404693ce53b0550937dd76076360e84453bb77aacf33225dc6ef98,True,valid,model_end,1349,55
snap_mathoverflow__S-c10__s2__qwen_nonthinking__r2__cells10-json-20260918,qwen_nonthinking,e3d333b46059741fa8bec3de3000a25d82df075c8f59b12c7af4f0e8ebf557a1,ff86c9d561ae78d719660c192960260ef01935ca29e8c42dec9e7cf491944838,True,valid,model_end,1352,55
snap_mathoverflow__S-c10__s3__qwen_nonthinking__r2__cells10-json-20260918,qwen_nonthinking,8cfdda850333e6ccc3258d139adce340b323ad833d090872acf6d712f4b2e6bb,1d7ae930a4f3da965ef830ecef0d601f03c64948f137a7d1a04483266d9bcfc3,True,valid,model_end,1353,55
snap_mathoverflow__S-c10__s4__qwen_nonthinking__r2__cells10-json-20260918,qwen_nonthinking,55c36c42534b4b69cdea910583226aa01fb9c51505942cf4c9458bc0f49f5941,9753524af3915918c0557f77bdd0e26449ad597bc058159090c852bf2d618a7f,True,valid,model_end,1353,55
snap_mathoverflow__S-c10__s5__qwen_nonthinking__r2__cells10-json-20260918,qwen_nonthinking,26802ab289b1dc1d1d0bb5c40fda865f920f548d4834c6656d1020ad950ae58f,77e1134c08f823a8560bfaa1b463ffb29fae36c3353fb7b4e2e95f7c9e29a538,True,valid,model_end,1354,55
sp_highschool2013__B-c10__s1__qwen_nonthinking__r2__cells10-json-20260918,qwen_nonthinking,739adc715e141459a0397699690b7484d9b4aa60abba4a9ea7c799c9d625e920,ab7224b0e4f602251d5edb44e498c472d52c439fa68147147e09a9c0cec6515b,True,valid,model_end,1156,55
sp_highschool2013__B-c10__s2__qwen_nonthinking__r2__cells10-json-20260918,qwen_nonthinking,6516b11fafc447a5df013284f11762679db2ba28225083e432355e5f37f51bb0,950a9b3159460b8056c6d67cff32631cf3e07b83a0b88411b6aa23c803630e3d,True,valid,model_end,1157,55
sp_highschool2013__B-c10__s3__qwen_nonthinking__r2__cells10-json-20260918,qwen_nonthinking,f46cfcfbdc96dbe68077a9534f1177d9652a5b9eb28941bffea42d28e3868ee2,6b10b6168e7b1ff687f786f1dbfbe595ec86d4b8983b9a70a3fc007c28717658,True,valid,model_end,1155,55
sp_highschool2013__B-c10__s4__qwen_nonthinking__r2__cells10-json-20260918,qwen_nonthinking,ac05b402d1d4394c564cd749dde26d34034c085f0cb1190aa483f8c337b78c6d,f1f2530bb77211d17d3293eb571e8d130711d337ab6462a2d7bfa05439d5798b,True,valid,model_end,1152,55
sp_highschool2013__B-c10__s5__qwen_nonthinking__r2__cells10-json-20260918,qwen_nonthinking,1824d6d9c9bfe4a02807cb029ec467b493f0f7f489f1692e2f74fbcdfa0e8838,09119c0739adec2ff27a832477a925974211b6108938266cf7fc4d10b231b635,True,valid,model_end,1157,55
sp_highschool2013__H-recent5-c10__s1__qwen_nonthinking__r2__cells10-json-20260918,qwen_nonthinking,48f245400fe5a48a4b185f8c6e4472bc1995947392bc941490e970cc00c99220,8d345b1238f309d641441977474a63c434ff6e47d709bddc43642fb99efffd17,True,valid,model_end,1330,55
sp_highschool2013__H-recent5-c10__s2__qwen_nonthinking__r2__cells10-json-20260918,qwen_nonthinking,d20a422601ae261a7c906c6f3a7171a1f121e22324d3173078b75d7280105146,e09108d54f6d7ad3d2fcde9f95a3a1a271ca80221921507a135d1b36eb1822a0,True,valid,model_end,1336,55
sp_highschool2013__H-recent5-c10__s3__qwen_nonthinking__r2__cells10-json-20260918,qwen_nonthinking,7a233c5fb9e04399a0a9b026cb5ac07df019a969738c14f33d61a8dd8bf76b3e,79e869ef7a5baf15bb5f745a5774fe3b3d14a15146148666e3cc8878eeaec691,True,valid,model_end,1333,55
sp_highschool2013__H-recent5-c10__s4__qwen_nonthinking__r2__cells10-json-20260918,qwen_nonthinking,d0b7ec1c031361821162488d98aec28a232e4e450c96ae8ebde86c8fbe9ba8bf,25ff7c76af93eb1ae238336170202ca5866c5efc631e79d72d7c4169fdc065e2,True,valid,model_end,1334,55
sp_highschool2013__H-recent5-c10__s5__qwen_nonthinking__r2__cells10-json-20260918,qwen_nonthinking,4104742d4e4f676c8e80e72bfa2ff2df317083cc43a4a354caede2b5c21b1274,cd3be0aa1e91bcad0010af0f2b63cb5842b227baafc846357b3264f02d45996e,True,valid,model_end,1329,55
sp_highschool2013__R-c10__s1__qwen_nonthinking__r2__cells10-json-20260918,qwen_nonthinking,4b66b3bfa25f87153a0c9e1ab6eb08808d0c57a079bfa5ea1b44d87507616671,a272f411eee4a54f9433018d09a8aef52391dd81c002bf295ded468334f37a58,True,valid,model_end,1167,55
sp_highschool2013__R-c10__s2__qwen_nonthinking__r2__cells10-json-20260918,qwen_nonthinking,7b855c679ad8b84acf1133d9d17069713835d020ab7d5189392403ff84de2249,2a3e6e39c0259b7c4ed03c1e337e606df7d58a6d7457dc506f9b906dba957634,True,valid,model_end,1164,55
sp_highschool2013__R-c10__s3__qwen_nonthinking__r2__cells10-json-20260918,qwen_nonthinking,a5a9c5b06f7292c8272a97fd0c8367579a79c88a26b1633e4ea0093b0f1bb648,24d1a6b06e82d40f8bf96a8d6940699d1503406f03aae5fa81e37f51467692f1,True,valid,model_end,1166,55
sp_highschool2013__R-c10__s4__qwen_nonthinking__r2__cells10-json-20260918,qwen_nonthinking,2f5d54352c8f4ae3fa367824ab3a6ed6ef7190dd3a126b24b1c736e4ef984586,21262fb4119899cf4efc2aba67f98130872bc98f39871533b22d84ff6cf6e7fa,True,valid,model_end,1171,55
sp_highschool2013__R-c10__s5__qwen_nonthinking__r2__cells10-json-20260918,qwen_nonthinking,2f61f869a814078f3d006b2c249541e3bbbcab4fe0028a2817b1d1396f409905,f31dea1f17fd65798acc53393a8cb0fceff7b1cb5635c1b65225ac3b1c3207e4,True,valid,model_end,1166,55
sp_highschool2013__S-c10__s1__qwen_nonthinking__r2__cells10-json-20260918,qwen_nonthinking,977aef76276724c3151494a752ca9ae72cf30179e917ef760017ea8e29270525,c5348547ac772320ba4428fbfaddda4c336e1fbcb371bb886d3e7df0c08a3057,True,valid,model_end,1293,55
sp_highschool2013__S-c10__s2__qwen_nonthinking__r2__cells10-json-20260918,qwen_nonthinking,de8cd0c61c18cdeaf3e5629bad98c588584428d0510e9172ca8dd9896ab60e98,d04874d4a2caefb1dd4f88e1be4b1ea7862a388e6327a8b88fcd47a7d8d90f3b,True,valid,model_end,1285,55
sp_highschool2013__S-c10__s3__qwen_nonthinking__r2__cells10-json-20260918,qwen_nonthinking,e7aa19edaa41f340bca79a9d3b59bf6d02a91ed2b18d4158a72deadc65becfb7,d15cad93fbb33b9853b54a2646ce91ee4a03d710e70f68eb11c13976902f2e5d,True,valid,model_end,1292,55
sp_highschool2013__S-c10__s4__qwen_nonthinking__r2__cells10-json-20260918,qwen_nonthinking,3cc978cc6af2c6a6006a1d7780c918e4ebe0d850f52a39b03d62cd9aa8c1ca6e,a11245aa1a9d7de8a65e3dec27cae7c4bbd498b6dc60736b6ab08b9942e8110c,True,valid,model_end,1284,59
sp_highschool2013__S-c10__s5__qwen_nonthinking__r2__cells10-json-20260918,qwen_nonthinking,a87ff84a39629c0eb403f9b4bbe0d6247afa72d944b652f0609ca2f9e710ca9f,529b719bfd9ebacfa47c9663b0c4f2f816c825277f0ebf01d759d32069c5e2cf,True,valid,model_end,1296,59
sp_hospital__B-c10__s1__qwen_nonthinking__r2__cells10-json-20260918,qwen_nonthinking,788efc52d1939282143592edd85ed768f8e0b24056a5600ecb9d403acf7a4aa5,f1b8d65571b10ef6ff5ae703834158e4b31caa7f49cc8c16d45e391df770306f,True,valid,model_end,1111,55
sp_hospital__B-c10__s2__qwen_nonthinking__r2__cells10-json-20260918,qwen_nonthinking,f5097d18937684b19734b7ef309467f5f271786e0b239cc9524f6f564b7c47ff,68290e486edd55b1f5398b8e88db0d9e9b889319c7c6ac708d529e39f00da1d5,True,valid,model_end,1110,55
sp_hospital__B-c10__s3__qwen_nonthinking__r2__cells10-json-20260918,qwen_nonthinking,443f7b1eb24491311c8995907655ea5bdc8084673ffcd89fcc33ffacf5b3a8eb,e18730dd19351ef291b50f2d6a9b0bb2c3da4322a77da27fb46751e91015e27d,True,valid,model_end,1110,55
sp_hospital__B-c10__s4__qwen_nonthinking__r2__cells10-json-20260918,qwen_nonthinking,8440632446ca59ce742cda328814cb02a56f34ab567a7e678ec77cbadb886508,e4b60f903f4119d862c64f0b2e70d7b08ef500cbca1f2dbd5fb61161741dac6b,True,valid,model_end,1109,55
sp_hospital__B-c10__s5__qwen_nonthinking__r2__cells10-json-20260918,qwen_nonthinking,b008d6e1aa1491f25f9839cf88236e2739e5d972c9e807241f850f6537a059bc,4aba7f0800216b9c735b7248ac8d75e38a54536d154aea85ae484f99b30b68a4,True,valid,model_end,1110,55
sp_hospital__H-recent5-c10__s1__qwen_nonthinking__r2__cells10-json-20260918,qwen_nonthinking,bd0cc69b8e74effadc3b76519e63d02e170aa910e7cd37e1e478b94cbf348187,4111848db0c6e25e2cb59c6ff606dff9b25a0f291d38d27500e8518eefdc91fe,True,valid,model_end,1295,55
sp_hospital__H-recent5-c10__s2__qwen_nonthinking__r2__cells10-json-20260918,qwen_nonthinking,09efffb7b9b41ec5f0892b824cecc2f8729914680b82cf64ae6806611e9a5a92,a030052c7e25a95cad80f065e34256c3a2d2d913f9305c437b93dae0e342d333,True,valid,model_end,1291,55
sp_hospital__H-recent5-c10__s3__qwen_nonthinking__r2__cells10-json-20260918,qwen_nonthinking,79eb8b44170dcc26a8399571e1851ca3531d5bd41f956a106d5903af801e93c9,71d7c629f236bd45e6a719a9f977b26eaf3cc03d496ac90add0e619a69ba6855,True,valid,model_end,1294,55
sp_hospital__H-recent5-c10__s4__qwen_nonthinking__r2__cells10-json-20260918,qwen_nonthinking,78da178bb43793867e560bf3d8042b6590ddb68b53cb2329dcfcc161683e9c6b,c4ea6adc1820c1655a997c6b22cc3ede2f7f594da77f654d248e8d95b5eaa149,True,valid,model_end,1292,55
sp_hospital__H-recent5-c10__s5__qwen_nonthinking__r2__cells10-json-20260918,qwen_nonthinking,a4285d46e45da51f29981872798e42fe6759e1d5195f0647cf0e01824190b8b5,1a635ed686220f98b48cf31234486f8a1a7dce6451d5abe09930da43934c9d9f,True,valid,model_end,1294,55
sp_hospital__R-c10__s1__qwen_nonthinking__r2__cells10-json-20260918,qwen_nonthinking,34653db33e8d7981b199341e23804d46d4b853f1063a9ae72012c0c675f5026a,a8e3e2d3de3de01a3af3801fd9669a8677715c76a4d3853bf93fbf06d888e065,True,valid,model_end,1115,55
sp_hospital__R-c10__s2__qwen_nonthinking__r2__cells10-json-20260918,qwen_nonthinking,64e5863cf965d693e9469f4a22acfbf8942fc6d3f253994c96c40394429a1603,5e8b4a89d90ff448986b2975b6d4980391be2123b87fba478a2eb2a00ca9f077,True,valid,model_end,1099,55
sp_hospital__R-c10__s3__qwen_nonthinking__r2__cells10-json-20260918,qwen_nonthinking,2193c128a794fe80185838e531b21564ca7061fb4295d8e5dae64466e9f21567,4af9967b306d800daa35428e9feed3d0886cf0857f532692308876ccb1e14e31,True,valid,model_end,1124,59
sp_hospital__R-c10__s4__qwen_nonthinking__r2__cells10-json-20260918,qwen_nonthinking,8cbb67d3de10e4faa6df6d8ecfd819dc3a94af21b2f6cd7a44b6982205d2db5e,15b007fe7223fc37aaa3d6676e43bd69a3f17e3196cddd548ca2055f329bf0d3,True,valid,model_end,1117,55
sp_hospital__R-c10__s5__qwen_nonthinking__r2__cells10-json-20260918,qwen_nonthinking,810ca799780d66a2345f0cbc05755c8653a705c805adb202dec8b20c9fef9bab,34d8b0c1b82f9801a29440b0033f71845c81ffdee474b1bc549cd6c8dc3a92d5,True,valid,model_end,1114,55
sp_hospital__S-c10__s1__qwen_nonthinking__r2__cells10-json-20260918,qwen_nonthinking,4bf12ace521bb512b407ff1186ed02c020125db2c7179e616446195b2b2f8662,2864027471fe472efc46323434d0c107d715632cb8d1198d0a82f252b088e613,True,valid,model_end,1254,55
sp_hospital__S-c10__s2__qwen_nonthinking__r2__cells10-json-20260918,qwen_nonthinking,fbfda5e8f5f66e8966a87fc31fc130efc4a81c611a9f974a7112d7d2440eb955,99d0c11e40f199c8bb10960b2b36a5a9d54a6d229ca4fcca80ea0b35974a9c35,True,valid,model_end,1251,55
